"tag_id","tag_name","tag_slug","product_id"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","991"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","996"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1017"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1036"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1037"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1050"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1058"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1062"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1065"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1072"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1076"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1134"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1145"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1170"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1174"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1177"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1182"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1191"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1220"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1292"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1299"
"124","|||||ترسناک","%d8%a7%d8%aa%d8%a7%d9%82-%d9%81%d8%b1%d8%a7%d8%b1-%d8%aa%d8%b1%d8%b3%d9%86%d8%a7%da%a9","1308"
